"id","borough","location","name","open_year_round","created_at","updated_at","latitude","longitude"
737,"Manhattan","Hudson & Horatio streets","Corporal John A. Seravalli Playground","Yes","2018-07-03 15:39:01.70445","2018-07-03 16:17:31.071289",40.7387624,-74.0054984
738,"Staten Island","Broadway, Henderson Avenue","Corporal Thompson Park","No","2018-07-03 15:39:01.741218","2018-07-03 16:17:31.537933",40.63697579999999,-74.1175652
739,"Queens","34th Avenue, 214th Place, 34th Road, 214th Lane, 35th Avenue, & 216th Street","Crocheron Park Field House","Yes","2018-07-03 15:39:01.784512","2018-07-03 16:17:32.225164",40.7544991,-73.87806719999999
740,"Bronx","Crotona East & Claremont Parkway","Crotona Park (Martin Van Buren Playground)","Yes","2018-07-03 15:39:01.832509","2018-07-03 16:17:33.116715",40.8354364,-73.8951486
742,"Bronx","173rd Street and Fulton Avenue","Crotona Park (Pool House)","Yes","2018-07-03 15:39:01.933943","2018-07-03 16:17:33.732875",40.840693,-73.8982786
744,"Queens","57 Avenue & 83 Street","Crowley Playground","Yes","2018-07-03 15:39:02.070958","2018-07-03 16:17:34.739985",40.7297169,-73.8800815
746,"Queens","210 Street & 73 Avenue","Cunningham Park (210th Street Playground)","Yes","2018-07-03 15:39:02.171716","2018-07-03 16:17:35.372563",40.7391723,-73.7635976
747,"Queens","South of Union Turnpike, between Francis Lewis Boulevard & 193rd Street","Cunningham Park (HQ8)","Yes","2018-07-03 15:39:02.225565","2018-07-03 16:17:35.901659",40.7291208,-73.7742339
749,"Queens","113 Avenue & 196 Street","Daniel M. O'Connell Playground","Yes","2018-07-03 15:39:02.779115","2018-07-03 16:17:37.00986",40.700428,-73.758845
750,"Manhattan","West 52 to West 54 streets, 11 to 12 avenues","De Witt Clinton Park","Yes","2018-07-03 15:39:02.815913","2018-07-03 16:17:37.831284",40.7627617,-73.98266629999999
751,"Staten Island","Tompkins Avenue, Chestnut Avenue","Dematti Playground","Yes","2018-07-03 15:39:02.854426","2018-07-03 16:17:38.443612",40.6154159,-74.073454
752,"Queens","106 Avenue, 173 Street, Liberty Avenue, 172 Street","Detective Keith L. Williams Park","Yes","2018-07-03 15:39:02.891464","2018-07-03 16:17:39.263216",40.7041836,-73.7859804
753,"Bronx","West Fordham Road, University Avenue, Sedgwick Avenue, Father Zeiser Place","Devoe Park","Yes","2018-07-03 15:39:02.924994","2018-07-03 16:17:39.877094",40.8627608,-73.9049569
754,"Brooklyn","McDonald Avenue & Avenue F","Digilio Playground","Yes","2018-07-03 15:39:02.958983","2018-07-03 16:17:40.49171",40.63314219999999,-73.977678
755,"Brooklyn","Hicks & Rapelye streets","Dimattina Playground","Yes","2018-07-03 15:39:02.995312","2018-07-03 16:17:41.107989",40.680664,-74.003289
757,"Staten Island","Osborne Street and Preston Avenue","Double Nickel Playground","Yes","2018-07-03 15:39:03.064365","2018-07-03 16:17:41.935494",40.5374905,-74.16228629999999
758,"Manhattan","Downing to Carmine streets, Avenue of the Americas","Downing Street Playground","Yes","2018-07-03 15:39:03.100866","2018-07-03 16:17:42.425066",40.7300097,-74.0029294
759,"Queens","Van Wyck Expressway, 116 Avenue, 140 Street, 115 Avenue","Dr. Charles R. Drew Memorial Park","Yes","2018-07-03 15:39:03.134443","2018-07-03 16:17:42.951801",40.6971823,-73.740584
762,"Bronx","Fulton Avenue, East 169 Street","Drew Playground","Yes","2018-07-03 15:39:03.247352","2018-07-03 16:17:43.688869",40.8322219,-73.9034334
763,"Manhattan","East 10 Street & Szold Place, Avenue D","Dry Dock Playground","No","2018-07-03 15:39:03.284025","2018-07-03 16:17:44.382747",40.7253338,-73.9762191
764,"Staten Island","Mill Road & Tysens Lane","Dugan Playground","Yes","2018-07-03 15:39:03.319694","2018-07-03 16:17:44.997895",40.5614573,-74.11225089999999
765,"Queens","Crescent-28 streets, 36 Avenue, 37 Avenue","Dutch Kills Playground (PS 112)","Yes","2018-07-03 15:39:03.357907","2018-07-03 16:17:45.611524",40.757986,-73.93274730000002
766,"Manhattan","Broadway & West 204 Street","Dyckman House Museum","Yes","2018-07-03 15:39:03.39175","2018-07-03 16:17:46.430968",40.8670215,-73.92312079999999
767,"Brooklyn","Shore Parkway, 86 Street, 7 to 14 avenues","Dyker Beach Park","Yes","2018-07-03 15:39:03.426627","2018-07-03 16:17:47.052818",40.66287260000001,-73.9626792
768,"Queens","25 Avenue & 98 Street","East Elmhurst Playground (PS 127)","Yes","2018-07-03 15:39:03.464613","2018-07-03 16:17:47.66904",40.764625,-73.87177299999999
769,"Manhattan","Northern extreme of park","East River Park (10th Street)","Yes","2018-07-03 15:39:03.502342","2018-07-03 16:17:48.274188",39.18360819999999,-96.57166939999999
772,"Manhattan","FDR Drive, East 106 to East 107 streets","East River Playground","Yes","2018-07-03 15:39:03.60781","2018-07-03 16:17:49.29845",40.7892847,-73.93800279999999
774,"Bronx","Adee Avenue, Tenbroeck Avenue","Eastchester Playground","Yes","2018-07-03 15:39:03.68046","2018-07-03 16:17:49.912471",40.86944889999999,-73.8527577
775,"Bronx","East 226 Drive, Schieffelin Avenue","Edenwald Playground","Yes","2018-07-03 15:39:03.716202","2018-07-03 16:17:50.447996",40.8834859,-73.8453026
777,"Brooklyn","DeKalb Avenue, Adelphi Street","Edmonds Playground","Yes","2018-07-03 15:39:03.789522","2018-07-03 16:17:51.579583",40.6895466,-73.9711441
778,"Queens","164 Street, south of 65 Avenue","Electric Playground","Yes","2018-07-03 15:39:03.826216","2018-07-03 16:17:52.57549",40.7367814,-73.8048343
724,"Manhattan","Baxter, Mulberry, Bayard & Worth streets","Columbus Park","Yes","2018-07-03 15:38:59.541616","2018-07-03 16:19:30.431598",40.7159175,-73.9993322
736,"Queens","109 Street between 46-47 avenues","Corona Golf Playground","Yes","2018-07-03 15:39:01.661256","2018-07-03 16:19:31.29023",40.7401617,-73.91953149999999
741,"Bronx","Fulton Avenue & Crotona Park South","Crotona Park (Playground of the Stars)","Yes","2018-07-03 15:39:01.880476","2018-07-03 16:19:31.935555",40.8354996,-73.9012832
745,"Queens","Union Turnpike, Clearview Expressway, 73rd Avenue, Francis Lewis Boulevard","Cunningham Park","Yes","2018-07-03 15:39:02.130596","2018-07-03 16:19:32.413325",40.7362975,-73.7727919
756,"Queens","23 Avenue to Ditmars Boulevard","Ditmars Park Playground","Yes","2018-07-03 15:39:03.027796","2018-07-03 16:19:33.131186",40.7794809,-73.915911
760,"Brooklyn","Dumont, Blake, Miller avenues","Dr. Martin Luther King Jr. Park","Yes","2018-07-03 15:39:03.169643","2018-07-03 16:19:33.745658",40.668524,-73.890165
770,"Manhattan","East River Park at Broome Street","East River Park (Tennis Courts)","Yes","2018-07-03 15:39:03.538299","2018-07-03 16:19:34.976463",40.7236756,-73.9726049
771,"Manhattan","East 6 Street & FDR Drive","East River Park (Track Building)","Yes","2018-07-03 15:39:03.573193","2018-07-03 16:19:35.794149",40.7216141,-73.9747562
773,"Queens","115 Road between 218 & 219 streets","East Springfield Playground","Yes","2018-07-03 15:39:03.646026","2018-07-03 16:19:36.61518",40.69795,-73.73665199999999
779,"Queens","164 Street between Jewel & 71 avenues","Emerald Playground (PS 200)","Yes","2018-07-03 15:39:03.862326","2018-07-03 16:19:37.43387",40.73310120000001,-73.8049016
780,"Queens","90 Street, 88 & 89 avenues","Equity Park","Yes","2018-07-03 15:39:03.898547","2018-07-03 16:19:38.457062",40.69090200000001,-73.853726
731,"Brooklyn","Stillwell Avenue","Coney Island Beach","Yes","2018-07-03 15:39:00.889671","2018-07-03 16:22:16.770999",40.5906007,-73.9840949
784,"Queens","32 Avenue, 99 Street","Fisher Pool","No","2018-07-03 15:39:04.788578","2018-07-03 15:39:04.788578",40.7590771,-73.8698387
785,"Queens","Bayside Avenue, 25 Avenue, 149 to 150 streets","Flushing Fields (Leonardo Ingravallo Playground)","Yes","2018-07-03 15:39:05.607179","2018-07-03 15:39:05.607179",40.7717653,-73.81210779999999
787,"Queens","College Point Boulevard and Lawrence Street","Flushing Meadows Corona Park (Lawrence Playground)","Yes","2018-07-03 15:39:06.246611","2018-07-03 15:39:06.246611",40.7668878,-73.8391989
797,"Queens","West Main Drive to eastern side of golf course","Forest Park (Seuffert Bandshell)","No","2018-07-03 15:39:08.353607","2018-07-03 15:39:08.353607",40.6971274,-73.8666398
798,"Queens","Park Lane South and Abingdon Road","Forest Park (Sobelsohn Playground, The Overlook)","Yes","2018-07-03 15:39:08.439904","2018-07-03 15:39:08.439904",40.70963589999999,-73.834812
806,"Manhattan","Broadway & Dyckman Street","Fort Tryon Park (Anne Loftus Playground)","Yes","2018-07-03 15:39:09.90731","2018-07-03 15:39:09.90731",40.8655358,-73.9272766
807,"Manhattan","One Margaret Corbin Drive","Fort Tryon Park (Café)","No","2018-07-03 15:39:10.522234","2018-07-03 15:39:10.522234",40.8608061,-73.9327347
810,"Brooklyn","Avenue H, East 54 to E 55 streets","Fox Playground","Yes","2018-07-03 15:39:11.629757","2018-07-03 15:39:11.629757",40.6330832,-73.9244842
811,"Queens","3 Avenue and Bronx Whitestone Bridge","Francis Lewis Playground","Yes","2018-07-03 15:39:12.527448","2018-07-03 15:39:12.527448",40.7965619,-73.824516
812,"Queens","Broadway & 78 Street","Frank D. O'Connor Playground","Yes","2018-07-03 15:39:13.392054","2018-07-03 15:39:13.392054",40.7449536,-73.88733479999999
813,"Queens","132 to 138 streets, 14 Road","Frank Golden Park","Yes","2018-07-03 15:39:14.007878","2018-07-03 15:39:14.007878",40.7846948,-73.85123949999999
816,"Manhattan","West 100-101 Street Amsterdam Avenue","Frederick Douglass Playground","Yes","2018-07-03 15:39:15.02861","2018-07-03 15:39:15.02861",40.79725,-73.96803799999999
817,"Manhattan","Lenox Avenue, West 139 to West 140 streets","Frederick E. Samuel Playground","Yes","2018-07-03 15:39:16.051133","2018-07-03 15:39:16.051133",40.8166775,-73.9390772
821,"Brooklyn","Fulton, Chauncey streets, Stuyvesant, Lewis avenues","Fulton Park","Yes","2018-07-03 15:39:16.665756","2018-07-03 15:39:16.665756",40.6797339,-73.9328673
822,"Brooklyn","Bedford Avenue, Gravesend Neck Road","Galapo Playground","Yes","2018-07-03 15:39:17.287201","2018-07-03 15:39:17.287201",40.5984043,-73.9463384
823,"Brooklyn","82 to 83 Street at 18 Avenue","Garibaldi Playground","Yes","2018-07-03 15:39:18.099802","2018-07-03 15:39:18.099802",40.6091573,-74.00080559999999
824,"Manhattan","East 49 Street & East River Drive","General Douglas MacArthur Park","Yes","2018-07-03 15:39:18.955509","2018-07-03 15:39:18.955509",40.752536,-73.9649056
827,"Bronx","3rd Avenue, St. Paul's Place, East 170 Street","Gouverneur Playground","Yes","2018-07-03 15:39:20.148584","2018-07-03 15:39:20.148584",40.8359286,-73.9028989
829,"Staten Island","Grandview Avenue, Continental Place","Grandview Playground","Yes","2018-07-03 15:39:20.761237","2018-07-03 15:39:20.761237",40.6302938,-74.16532
830,"Brooklyn","18 Avenue & 56 Street","Gravesend Park","Yes","2018-07-03 15:39:21.32667","2018-07-03 15:39:21.32667",40.6243308,-73.98497680000001
831,"Staten Island","Redgrave, Ainsworth & Durant avenues","Greencroft Playground (PS 53)","Yes","2018-07-03 15:39:21.351585","2018-07-03 15:39:21.351585",40.5520083,-74.1380009
832,"Brooklyn","Greene & Washington avenues","Greene Playground","Yes","2018-07-03 15:39:21.380246","2018-07-03 15:39:21.380246",40.6867468,-73.9655358
833,"Brooklyn","Fort Hamilton Parkway, Greenwood, East 5 Street","Greenwood Playground","Yes","2018-07-03 15:39:21.405639","2018-07-03 15:39:21.405639",40.6487074,-73.9767289
834,"Bronx","East 158 Street, Caldwell Avenue, Eagle Avenue","Grove Hill Playground","Yes","2018-07-03 15:39:21.990294","2018-07-03 15:39:21.990294",40.8223113,-73.9148502
782,"Queens","73 Avenue, 195 Street & 196 Place","Farm Playground","Yes","2018-07-03 15:39:03.969545","2018-07-03 16:17:54.083068",40.7347996,-73.7777526
783,"Brooklyn","Troutman Street & Central Avenue","Fermi Playground","Yes","2018-07-03 15:39:04.005219","2018-07-03 16:17:54.828165",40.70029,-73.929035
814,"Bronx","East 153 Street, Gerard Avenue, East 151 Street, Walton Avenue","Franz Sigel Park","Yes","2018-07-03 15:39:14.043252","2018-07-03 16:17:56.672562",40.8211188,-73.9274767
815,"Queens","111 Avenue, 134 & 135 streets, Lincoln Street","Frederick B. Judge Memorial Playground","Yes","2018-07-03 15:39:14.079598","2018-07-03 16:17:57.489631",40.6843829,-73.808497
819,"Queens","67 Avenue & 173 Street","Fresh Meadows Playground (PS 173)","Yes","2018-07-03 15:39:16.123626","2018-07-03 16:17:58.310295",40.7346227,-73.7966376
820,"Brooklyn","Avenue L, East 4 Street, McDonald Avenue, Avenue M","Friends Field","Yes","2018-07-03 15:39:16.164574","2018-07-03 16:17:58.924041",40.61915,-73.971864
825,"Brooklyn","Ralph Avenue & Farragut Road","Glenwood Playground","Yes","2018-07-03 15:39:19.061196","2018-07-03 16:17:59.538328",40.6374886,-73.91916549999999
826,"Queens","30 Avenue between 84 & 85 streets","Gorman Playground","Yes","2018-07-03 15:39:19.122476","2018-07-03 16:18:00.357813",40.75965860000001,-73.9012532
828,"Brooklyn","Wyckoff Street between Bond & Hoyt streets","Gowanus Playground","Yes","2018-07-03 15:39:20.188443","2018-07-03 16:18:00.971952",40.6845879,-73.9878571
786,"Queens","Park Drive East & 73 Terrace","Flushing Meadows Corona Park (Albert H. Mauro Playground)","Yes","2018-07-03 15:39:05.642784","2018-07-03 16:19:39.072262",40.7230812,-73.8267229
789,"Queens","Unisphere Fountain to pool, at Meridian Road","Flushing Meadows Corona Park (Passerelle)","Yes","2018-07-03 15:39:06.322692","2018-07-03 16:19:39.68971",40.7517801,-73.8376576
790,"Queens","111 Street and Corona Avenue","Flushing Meadows Corona Park (Playground for All Children)","Yes","2018-07-03 15:39:06.358361","2018-07-03 16:19:40.301476",40.7408605,-73.8503053
791,"Manhattan","35 West 134 Street","Hansborough Recreation Center","Yes","2018-07-03 15:39:06.396404","2018-07-03 16:19:40.915953",40.8128046,-73.9392198
792,"Queens","Grand Central Parkway, Van Wyck Expressway","Flushing Meadows Corona Park (Worlds Fair Playground)","Yes","2018-07-03 15:39:06.43235","2018-07-03 16:19:41.532654",40.71864799999999,-73.79552340000001
793,"Queens","Grand Central Parkway to 111th Street to Heckscher Children Farm to Playground for All Children","Flushing Meadows Corona Park (Zoo, Ballfields)","Yes","2018-07-03 15:39:06.467638","2018-07-03 16:19:42.137216",40.7411422,-73.8491824
794,"Bronx","3 Avenue, East 158 Street, Brook Avenue, East 157 Street","Flynn Playground","Yes","2018-07-03 15:39:06.504589","2018-07-03 16:19:42.964212",40.8214882,-73.9121644
795,"Queens","80 Street & Myrtle Avenue","Forest Park (Dry Harbour Playground)","Yes","2018-07-03 15:39:06.538782","2018-07-03 16:19:43.577969",40.70297,-73.86824299999999
796,"Queens","108 Street and Park Lane South","Forest Park (Jackson Pond Playground)","Yes","2018-07-03 15:39:06.573013","2018-07-03 16:19:44.164265",40.7009165,-73.84213439999999
799,"Queens","Park Lane South to north of tennis courts","Forest Park (Tennis Courts -Forest Parkway)","Yes","2018-07-03 15:39:08.78683","2018-07-03 16:19:45.254694",40.69742530000001,-73.85654029999999
800,"Queens","Park Lane (to east and south) to Metropolitan Avenue","Forest Park (The Overlook)","Yes","2018-07-03 15:39:08.867911","2018-07-03 16:19:45.904891",40.708497,-73.8369578
803,"Brooklyn","South of Myrtle Avenue to Willoughby Avenue","Fort Greene Park","Yes","2018-07-03 15:39:09.044096","2018-07-03 16:19:47.363452",40.693378,-73.9664292
808,"Manhattan","Riverside Drive to Broadway, West 192 to Dyckman streets","Fort Tryon Park (The Cloisters)","Yes","2018-07-03 15:39:10.555974","2018-07-03 16:19:48.085072",40.8162123,-73.9620394
809,"Manhattan","West 162 Street, east of Riverside Drive","Fort Washington Park (Lily Brown Playground)","Yes","2018-07-03 15:39:10.5928","2018-07-03 16:19:48.698737",40.8348945,-73.9377567
802,"Queens","Woodhaven Boulevard and Forest Park Drive","Forest Park (Visitor Center, near the Carousel)","Yes","2018-07-03 15:39:08.961343","2018-07-03 16:22:17.384673",40.7007651,-73.8541218
805,"Bronx","Stevenson Place, West 238 Street, Sedgwick Avenue","Fort Independence Playground","Yes","2018-07-03 15:39:09.127501","2018-07-03 16:22:18.000376",40.8818445,-73.89641259999999
818,"Manhattan","7 Avenue, West 150-151 streets","Frederick Johnson Park","Yes","2018-07-03 15:39:16.087771","2018-07-03 16:22:18.614397",40.8247877,-73.93667409999999
804,"Brooklyn","Myrtle Avenue & St. Edwards Plaza","Fort Greene Playground","Yes","2018-07-03 15:39:09.083235","2018-07-03 16:23:53.233327",40.6934392,-73.97783199999999
835,"Queens","Rene Court, Grandview Avenue, Stanjope Street & Fairview Avenue","Grover Cleveland Park","Yes","2018-07-03 15:39:22.604961","2018-07-03 15:39:22.604961",40.712214,-73.91116199999999
836,"Bronx","Holland Avenue, Magenta Street, Cueger Avenue","Gun Hill Playground","Yes","2018-07-03 15:39:23.219901","2018-07-03 15:39:23.219901",40.87493,-73.864975
837,"Queens","Hillside Avenue, east of 235 Court","Gunn Park (PS 18)","No","2018-07-03 15:39:24.044119","2018-07-03 15:39:24.044119",40.7328642,-73.7321996
839,"Queens","202 Street & Jamaica Avenue","Haggerty Park","No","2018-07-03 15:39:25.06371","2018-07-03 15:39:25.06371",40.7135359,-73.75718669999999
840,"Queens","Hallets Cove, Vernon Boulevard","Hallets Cove Playground","Yes","2018-07-03 15:39:25.677193","2018-07-03 15:39:25.677193",40.7694206,-73.9356198
841,"Manhattan","Between East Houston & Stanton streets","Hamilton Fish Park (Recreation Center)","Yes","2018-07-03 15:39:25.700622","2018-07-03 15:39:25.700622",40.7217267,-73.9848505
844,"Manhattan","West 98 Street & Amsterdam Avenue","Happy Warrior Playground","Yes","2018-07-03 15:39:26.703152","2018-07-03 15:39:26.703152",40.795361,-73.969415
845,"Queens","155 Avenue & 83 Street","Harold Schneiderman Playground (PS 232)","Yes","2018-07-03 15:39:27.315272","2018-07-03 15:39:27.315272",40.664501,-73.85088
846,"Bronx","West 205 Street, Paul Avenue, Bedford Pk B, Goulden Avenue","Harris Park","Yes","2018-07-03 15:39:28.134593","2018-07-03 15:39:28.134593",40.8763638,-73.8919615
847,"Brooklyn","Avenue D between East 56 & East 57 Street","Harry Maze Memorial Park","Yes","2018-07-03 15:39:29.097834","2018-07-03 15:39:29.097834",40.75924639999999,-73.96560900000001
848,"Queens","37 Avenue, west of 69 Street","Hart Playground","Yes","2018-07-03 15:39:29.984922","2018-07-03 15:39:29.984922",40.7500477,-73.881523
849,"Queens","15 to 20 avenues, East of Whitestone Expressway","Harvey Park","Yes","2018-07-03 15:39:30.502333","2018-07-03 15:39:30.502333",40.7812818,-73.8142024
850,"Brooklyn","East of Marcy Street","Hattie Carthan Playground","Yes","2018-07-03 15:39:31.207141","2018-07-03 15:39:31.207141",40.6975765,-73.94964770000001
851,"Bronx","Watson Avenue, Havenuemeyer Avenue, Cross Bronx Expressway","Havemeyer Playground","No","2018-07-03 15:39:31.697839","2018-07-03 15:39:31.697839",40.8301864,-73.8474784
852,"Brooklyn","Grove Street to Linden Street","Heckscher Playground","Yes","2018-07-03 15:39:32.844879","2018-07-03 15:39:32.844879",40.6921914,-73.9214465
853,"Bronx","Palisade Avenue, Kappock Street & Independence Avenue","Henry Hudson Park","Yes","2018-07-03 15:39:33.466269","2018-07-03 15:39:33.466269",40.8827947,-73.9202619
854,"Brooklyn","Greene, Marcy, Lafayette, Tompkins avenues","Herbert Von King Park","Yes","2018-07-03 15:39:34.074281","2018-07-03 15:39:34.074281",40.688776,-73.947893
855,"Brooklyn","Avenue V & Nostrand Avenue","Herman Dolgon Playground","Yes","2018-07-03 15:39:34.689217","2018-07-03 15:39:34.689217",40.5983108,-73.9414827
856,"Queens","East of paved path running north from 119th Street","Hermon MacNeil Park","Yes","2018-07-03 15:39:35.302837","2018-07-03 15:39:35.302837",40.7282239,-73.7948516
857,"Staten Island","Richmond Parkway & Moravian Cemetery at Rockland Avenue","High Rock Park","Yes","2018-07-03 15:39:35.77564","2018-07-03 15:39:35.77564",40.5803768,-74.1149813
858,"Manhattan","West 180 Street & Amsterdam Avenue","Highbridge Park (Quisqueya Playground)","Yes","2018-07-03 15:39:35.802212","2018-07-03 15:39:35.802212",40.8474255,-73.93140350000002
859,"Manhattan","West 155 & Dyckman streets, Edgecombe & Amsterdam avenues","Highbridge Park (Recreation Center)","Yes","2018-07-03 15:39:36.388457","2018-07-03 15:39:36.388457",40.8323449,-73.94444450000002
860,"Manhattan","West 188 Street & Amsterdam Avenue","Highbridge Park (Wallenberg Playground)","Yes","2018-07-03 15:39:36.41056","2018-07-03 15:39:36.41056",40.8524934,-73.9277036
861,"Manhattan","W 189 St & Amsterdam Ave","Highbridge Park-Wallenberg Playground",,"2018-07-03 15:39:37.145902","2018-07-03 15:39:37.145902",40.8531378,-73.9272439
862,"Queens","Jackie Robinson Parkway to Highland Boulevard","Highland Park","Yes","2018-07-03 15:39:37.965146","2018-07-03 15:39:37.965146",40.6887278,-73.8862997
863,"Queens","Hoffman Drive west of Queens Boulevard","Hoffman Park","Yes","2018-07-03 15:39:38.829156","2018-07-03 15:39:38.829156",40.7339396,-73.87392489999999
864,"Manhattan","West 155 Street, 8 Avenue to Harlem River Drive","Holcombe Rucker","Yes","2018-07-03 15:39:39.815575","2018-07-03 15:39:39.815575",40.8322834,-73.9356577
1166,"Brooklyn","Brooklyn Avenue & Rutland Road","Wingate Park","Yes","2018-07-03 15:41:09.92189","2018-07-03 15:41:09.92189",40.6597231,-73.94535789999999
1168,"Queens","20 Avenue, 37 Street, 38 Street","Woodtree Playground","Yes","2018-07-03 15:41:10.946589","2018-07-03 15:41:10.946589",40.777468,-73.9030793
730,"Brooklyn","Corbin Place to Coney Island Avenue","Coney Island Beach","Yes","2018-07-03 15:39:00.852723","2018-07-03 16:17:28.818698",40.5767514,-73.9539839
743,"Bronx","Crotona Park North, Crotona Park South, Crotona Park East, Fulton Avenue","Crotona Park Environmental Center","Yes","2018-07-03 15:39:02.021511","2018-07-03 16:17:34.242867",40.8343445,-73.8969752
776,"Queens","Flushing Meadows Corona Park","Ederle Comfort Station",,"2018-07-03 15:39:03.754006","2018-07-03 16:17:51.14443",40.73971359999999,-73.840785
781,"Brooklyn","New Jersey Avenue & Vermont Street/Worthman","Ethan Allen Playground","Yes","2018-07-03 15:39:03.933534","2018-07-03 16:17:53.189596",40.6656761,-73.8932513
788,"Queens","Long Island Expressway to Meadow Lake to Van Wyck Expressway Extension to Grand Central Parkway","Flushing Meadows Corona Park (Meadow Lake North)","Yes","2018-07-03 15:39:06.284669","2018-07-03 16:17:55.442408",40.7397155,-73.83930409999999
838,"Bronx","Burke Avenue, Hammersley Avenue, Gunther Avenue, Ely Avenue","Haffen Park","Yes","2018-07-03 15:39:24.081996","2018-07-03 16:18:01.586318",40.8724622,-73.83998319999999
842,"Brooklyn","Albany, East New York, Lefferts avenues","Hamilton-Metz Field","Yes","2018-07-03 15:39:25.735886","2018-07-03 16:18:02.212636",40.6624529,-73.9409419
843,"Queens","Rockaway Beach Blvd. Bet. Beach 84 St. And Beach 81 St.","Hammel Playground",,"2018-07-03 15:39:25.769995","2018-07-03 16:18:03.020062",40.5831381,-73.8226613
1170,"Bronx","Britton Street, Barker Avenue, Olinville Avenue","Zimmerman Playground","No","2018-07-03 15:41:11.033973","2018-07-03 16:18:03.658166",40.8666101,-73.8691575
879,"Manhattan","West 152 Street & Bradhurst Avenue","Jackie Robinson Park (Playground One Fifty Two CLII)","Yes","2018-07-03 15:39:47.869916","2018-07-03 16:18:04.250732",40.8276846,-73.9396757
961,"Brooklyn","Driggs to Nassau avenues, Russell to Monitor streets","Monsignor Mcgolrick Park","Yes","2018-07-03 15:39:58.870283","2018-07-03 16:18:06.706118",40.7244763,-73.9433497
989,"Queens","Alderton Street from Dieterle to Elwell Crescents","Painters Playground (PS 174)","Yes","2018-07-03 15:40:03.770735","2018-07-03 16:18:07.529373",40.720444,-73.8601003
1032,"Brooklyn","Otsego, Bay, Hicks, Lorraine, Court, Halleck streets","Red Hook Park","No","2018-07-03 15:40:13.927601","2018-07-03 16:18:12.847614",40.687315,-73.99963799999999
1093,"Staten Island","Quintard St Bet. Quincy Ave & Father Capodanno Blvd","South Beach Wetlands",,"2018-07-03 15:40:47.339778","2018-07-03 16:18:15.103658",42.240648,-70.988336
586,"Brooklyn","Glenwood Road, East 100 & East 101 streets","100% Playground","Yes","2018-07-03 15:38:17.754526","2018-07-03 16:18:16.764415",40.6465901,-73.8990554
1139,"Bronx","Broadway and West 254th Street","Van Cortlandt Park (Stables Area)","Yes","2018-07-03 15:41:05.461874","2018-07-03 16:18:19.81535",40.90106189999999,-73.8969263
1161,"Bronx","Reservoir Oval East, Reservoir Oval West, Reservoir Place, Putnam Place, Bainbridge Avenue, Wayne Avenue, Tryon Avenue, Holt Place, Van Cortlandt Avenue","Williamsbridge Oval","Yes","2018-07-03 15:41:08.537474","2018-07-03 16:18:28.62436",40.8768269,-73.8762631
761,"Brooklyn","Mother Gaston Boulevard (Stone Avenue) & Sutter avenues","Dr. Richard Greene Playground","Yes","2018-07-03 15:39:03.214123","2018-07-03 16:19:34.361813",40.6644738,-73.90517480000001
801,"Queens","Long Island Railroad to Woodhaven Boulevard. to Myrtle Avenue to 96th Street","Forest Park (Victory Field)","Yes","2018-07-03 15:39:08.912947","2018-07-03 16:19:46.413652",40.699736,-73.9096327
1165,"Staten Island","Richmond Avenue To Victory Boulevard","Willowbrook Park","Yes","2018-07-03 15:41:09.204885","2018-07-03 16:19:50.336954",40.6084177,-74.164271
1169,"Brooklyn","Avenue Y between Coyle & Batchelder streets","Yak Playground","Yes","2018-07-03 15:41:10.985872","2018-07-03 16:19:50.834223",40.5926079,-73.936466
1167,"Brooklyn","Bergen Street & Utica Avenue","Woods Playground","Yes","2018-07-03 15:41:09.969401","2018-07-03 16:23:53.850109",40.67504479999999,-73.9305402
865,"Queens","205 Street & Hollis Avenue","Hollis Playground (JHS 192)","No","2018-07-03 15:39:40.429695","2018-07-03 15:39:40.429695",40.7069274,-73.7530009
867,"Queens","Manton Street & 83 Avenue","Hoover Playground","Yes","2018-07-03 15:39:41.039467","2018-07-03 15:39:41.039467",40.7125497,-73.8210617
868,"Queens","62 Drive between 97 Place & 98 Street","Horace Harding Playground (PS 206)","Yes","2018-07-03 15:39:41.651506","2018-07-03 15:39:41.651506",40.748931,-73.8672459
869,"Bronx","Hall Place, Rogers Place, East 165 Street","Horseshoe Playground","Yes","2018-07-03 15:39:42.471139","2018-07-03 15:39:42.471139",40.8238909,-73.8973701
870,"Manhattan","West 135 to West 136 streets, Lenox to 5 avenues","Howard Bennett Playground","Yes","2018-07-03 15:39:43.288453","2018-07-03 15:39:43.288453",40.8148512,-73.9411318
872,"Manhattan","Gaelic Field and Area around Salt Marsh West of Indian Road (at 218th Street)","Inwood Hill Park (Nature Center)","Yes","2018-07-03 15:39:44.312174","2018-07-03 15:39:44.312174",40.8722007,-73.9255549
873,"Manhattan","Payson & Dyckman streets","Inwood Hill Park (Payson Playground)","Yes","2018-07-03 15:39:44.929142","2018-07-03 15:39:44.929142",40.8667472,-73.9287258
874,"Manhattan","Tennis courts & ballfields along Seaman Avenue from 207th Street to 214th Street","Inwood Hill Park (Tennis Courts)","Yes","2018-07-03 15:39:45.54294","2018-07-03 15:39:45.54294",40.8248451,-73.93561170000001
875,"Manhattan","Ft. Washington & Haven avenues, West 173 Street","J. Hood Wright Park","Yes","2018-07-03 15:39:46.362709","2018-07-03 15:39:46.362709",40.84213949999999,-73.9422811
